0ad 0.0.26_alpha
selinux-webalizer 2.20221101
selinux-wine 2.20221101
selinux-wireguard 2.20221101
selinux-wireshark 2.20221101
selinux-wm 2.20221101
selinux-xen 2.20221101
selinux-xfs 2.20221101
selinux-xscreensaver 2.20221101
selinux-xserver 2.20221101
selinux-zabbix 2.20221101
selinux-zfs 2.20221101
semantic 1.23
semantic_puppet 1.0.4
semantic_version 2.10.0
semi 1.14.7_p20210613
semialign 1.2.0.1
semigroupoids 5.3.7
semigroups 0.20
semirings 0.6
semodule-utils 3.5
semver 3.0.0
semver 3.2.6
semver2 3.4.2
sen 0.6.1_p20200905
send2trash 1.8.2
sendEmail 1.56
sendmail 8.17.1.9
sendpage 1.1.0
sendxmpp 1.24
sendxmpp-amm 1.1.1
senken 0.3.0
sensei-raw-ctl 0.0_pre20180729
sent 1
sentry-sdk 1.22.1
seq 0.3.1
seq24 0.9.3
seqan 3.1.0
sequoia-chameleon-gnupg 0.2.0
sequoia-sq 0.28.0
sequoia-sqv 1.1.0
ser2net 2.10.0
sercd 3.0.0
serd 0.30.16
serdisplib 2.02
Sereal 4.18.0
Sereal-Decoder 4.23.0
Sereal-Encoder 4.23.0
serf 0.10.1
serf 1.3.9
serialmail 0.75
serialport 1.3.2
serialtalk 1.2
serienbrief 0.2.5
serious-sam-tse 1_beta1
serpent 1.41
servant 0.19
servant 0.3.0
servant-server 0.19.1
servefile 0.5.4
Server-Starter 0.350.0
serverengine 2.3.2
serverfiles 0.3.1
service_identity 21.1.0
service-manager 1
servicelog 1.1.16
servlet-api 3.0
sesman 0.3.4
session 2.13.1
session 2.4b
sessreg 1.1.3
set 1.0.3
set_opacity 1.0
Set-Crontab 1.30.0
Set-Infinite 0.650.0
Set-IntSpan 1.190.0
Set-Object 1.410.0
Set-Scalar 1.290.0
setenv 0.1.1.3
setlocale 1.0.0.9
setmixer 19941227_p1
setnu 1.06
setools 4.4.1
setproctitle 1.3.2
setpwc 1.3
setserial 2.17
settingslogic 2.0.9
settlers-2-gold-data 0
setup 1.3.2
setuptools 67.7.2
setuptools_scm_git_archive 1.4
setuptools-git 1.2
setuptools-rust 1.6.0
setuptools-scm 7.1.0
setxkbmap 1.3.3
seven-kingdoms 2.15.5
sex 1.0
sexp 0.8.3
sexp_pretty 0.15.1
sexp_processor 4.17.0
sexpdata 1.0.0
sexplib 0.15.1
sexplib0 0.15.1
sextractor 2.19.5
sexypsf 0.4.8
sfeed 1.6
sfftobmp 3.1.2
sflowtool 5.06
sfpg 4.11.0
sg 1.5
sg3_utils 1.47
sgabios 0.1_pre10
sge 030809
sgi-fonts 1.0
sgibootcd 0.13
sgml 1.13
sgml-common 0.6.3
sgmllib3k 1.0.0
SGMLSpm 1.1
sgopherd 18.08
sgrep 1.94a
sgt-puzzles 20190415
sguil-client 1.0.0
sh 0
sh 2.0.3
sh 3.6.0
sh-script 1.26
sha 1.6.4.4
sha1-polyml 5.9
shaderc 2023.2
shadow 4.13
shadowgrounds-bin 0_p1
shadowgrounds-survivor-bin 0_p1
shadowman 3
shadowsocks-libev 3.3.5
shairplay 0_pre20180824
shake 1.0
shakespeare 2.0.30
shapelib 1.5.0
shapely 2.0.1
shards 0.17.3
shared-mime-info 2.2
sharutils 4.15.2
shash 0.2.6
shc 4.0.3
shed 1.15
Shell 0.730.0
Shell-Config-Generate 0.340.0
Shell-EnvImporter 1.70.0
Shell-Guess 0.90.0
shell-split-string 0.1
shellcheck 0.9.0
shellcheck-bin 0.9.0
shelldap 1.5.1
shellingham 1.5.1
shelltestrunner 1.9
shelly 1.9.0
shflags 1.2.3
shhopt 1.1.7
shiboken2 5.15.9
shiboken6 6.5.0
shigofumi 0.9
shiki-colors 4.6
shim 15.6
shinonome 0.9.11
ShipIt 0.600.0
shish 0.7_pre3
shmux 1.0.3
shnflacverify 0.3
shntool 3.0.10
shodan 1.28.0
shootingstar 1.2.0
shorewall 5.2.8
shorten 3.6.1
shotcut 22.12.21
shotwell 0.32.0
should-not-typecheck 2.1.0
shoulda 3.6.0
shoulda-context 1.2.2
shoulda-matchers 5.3.0
shoutcast2vdr 0.0.8
shovel-knight 4.1b
showfont 1.0.6
showmarks 2.2
shrink-path 0.3.1
shrinkwrap-api 1.2.6
shrinkwrap-impl-base 1.2.6
shrinkwrap-spi 1.2.6
shtool 2.0.8
shunit2 2.1.8
shut-up 0.3.3
shutter 0.99.4
sibsim4 0.20
sic 1.2
sidplay 2.0.9
sidplayfp 1.4.4
siege 4.1.6
sieve 1.20
sieve-connect 0.90
sigdigger 0.1.0
sigdump 0.2.4
sigil 1.9.30
signal-cli-bin 0.11.5.1
signal-desktop-bin 6.16.0
Signal-Mask 0.8.0
signature_dispatch 1.0.1
signedjson 1.1.4
signify 1.14
signify 31
signify-keys-signify 30
signika 1.001
signing-party 2.11
signon-kwallet-extension 23.04.0
signon-oauth2 0.25
signon-ui 0.15_p20171022
signond 8.61
sigrok-cli 0.7.2
sigrok-firmware-fx2lafw 0.1.7
sigscheme 0.9.1
sigutils 0.1.0
sil-abyssinica 2.200
sil-arabicfonts 3.000
sil-charis 6.200
sil-doulos 6.200
sil-ezra 2.51
sil-galatia 2.1
sil-gentium 6.200
sil-padauk 5.001
silence 1.2.20280
silently 1.2.5.1
silo 1.4.14_p20200602
silo 4.11
silver-xcursors 0.4
sim4 20030921
simage 1.8.1
simber 0.2.6
simdjson 3.1.7
simgear 2020.3.18
simh 3.11.1
simpervisor 0.4
simple_oauth 0.3.1
simple-fb2-reader 1.1.3
simple-mtpfs 0.4.0
simple-reflect 0.3.3
simple-rss 1.3.3
simple-scan 44.0
simple-sendfile 0.2.28
simple-tpm-pk11 0.06
simpleagenda 0.46
simplebackup 1.8.1
simplebayes 1.5.8
simplecov 0.22.0
simplecov_json_formatter 0.1.4
simplecov-html 0.12.3
simpleeval 0.9.13
simplegeneric 0.8.1
simpleidn 0.2.1
simpleini 4.19
simplejson 3.19.1
simplekml 1.3.6
simplescreenrecorder 0.4.4
simpleswitcher 20191008
simpy 4.0.1
simsu 1.3.9
simutrans 123.0.1
simutrans-paksets 123.0.1
sinatra 3.0.5
sinatra-partial 1.0.1
sinfo 0.0.48
single-unix-specification 4_p2018
singleton 0.1.1
singleton-bool 0.1.5
singular 4.3.1_p3
singularity 1.00
sink 0.8.0
sip 6.7.9
sipcalc 1.1.6
siphon 666
sipp 3.6.1
sipsak 0.9.8
sipvicious 0.3.4
siril 1.2.0_beta1
sirilic 1.15.2
siscone 3.0.5
sispmctl 4.1
sitecopy 0.16.6
sithwm 1.2.3
six 1.16.0
sjeng 11.2_p8_p1
sjsxp 1.0.2
skalibs 2.13.1.1
skanlite 23.04.0
skanpage 23.04.0
skatebird 14
skein 1.0.9.4
sketch 0.3.7
skey 1.1.5
ski 1.3.2
skim 0.9.3
skippy 0.5.0
skk 1.27
skk-jisyo 202005
skkfep 0.87
skkserv 0
skkserv 9.6
skktools 1.3.4
skopeo 1.11.1
skribilo 0.10.0
skrooge 2.29.0
sks 1.1.6_p20200624
sky-rogue 1.3.3
skylighting 0.12.3.1
skylighting-core 0.12.3.1
skymaker 3.10.5
skypeforlinux 8.97.0.204
sl 5.02
slack 4.29.149
slade 3.2.2
slang 2.3.3
sleef 3.5.1
slepc 3.19.0
sleuth 1.1
sleuthkit 4.11.1
slf4j-api 2.0.3
slf4j-ext 2.0.3
slf4j-nop 2.0.3
slf4j-reload4j 2.0.3
slf4j-simple 2.0.3
slib 3.2.5
slibtool 0.5.34
slider 1.18
slim 1.4.0
slim 5.1.0
slim-themes 1.2.3a
slime 2.28
slime-rancher 1.4.1c_p34605
slimevolley 2.4.2
slirp4netns 1.2.0
slixmpp 1.8.3
sloccount 2.26
slock 1.5
slony1 2.2.10
slop 4.10.1
slop 7.6
slow_enumerator_tools 1.1.0
slrn 1.0.3
slurm 0.4.3
slurm 22.05.3
slurp 1.4.0
sly 1.0.43
smallcheck 1.2.0
smart-live-rebuild 1.4.1
SmarTagger 0.1
smartdns 41
smartmontools 7.3
smarty 4.3.1
smartypants 2.0.1
smatch 1.72
smb4k 3.2.1
smbc 1.2.2
smbldap-tools 0.9.11
smbnetfs 0.6.3
smbus2 0.4.2
smc-sum 2.10.0.20221209
smcipmitool 2.27.1.221101
smdk-dltool 0.20
smem 1.5
smiley-sans 1.1.1
smixer 1.0.4
sml-mode 0.14
sml-mode 6.12
smlnj 110.99.3
smmap 5.0.0
smp_utils 0.99
smpeg 0.4.4
smpeg2 2.0.0
smplayer 22.2.0
smplayer-skins 15.2.0
smplayer-themes 18.6.0
smproxy 1.0.7
smrsh 8.15.2
smstools 3.1.21
smtinterpol 2.5_p20211018
smtm 1.6.10
smtptools 0.2.3
snack 2.2.10
snakeoil 0.10.5
snaketrace 0.3.1
snakeviz 2.2.0
snakeyaml 2.0
snaky_hash 2.0.1
snallygaster 0.0.12
snapcast 0.27.0
snapd 2.58
snapd-glib 1.63
snapper 0.10.4
snappy 1.0_p20200428
snappy 1.1.10
snappy 1.1.7.8
snapraid 12.2
snapshottest 0.6.0
snarf 7.0
snd 22.9
sndfile-tools 1.5
sndio 1.9.0
sndpeek 1.41
snes9x 1.62.3
sngrep 1.7.0
sniffio 1.3.0
sniffit 0.5
snipes 1.0.4
snipmate 0.87
sniproxy 0.6.1
snixembed 0.3.0
snmp_exporter 0.21.0
SNMP_Session 1.13
snmpclitools 0.6.4
snmptt 1.4.2
snobol 1.4.1
snorenotify 0.7.0
snort 2.9.17
snortalog 2.4.3
Snowball-Norwegian 1.200.0
snowball-stemmer 2.2.0
Snowball-Swedish 1.200.0
snowballstemmer 2.2.0
snownews 1.9
sntpd 3.1
snuffleupagus 0.8.3
SOAP-Lite 1.270.0
SOAP-WSDL 3.4.0
soapbox 0.3.1
soapybladerf 0.4.1
soapyhackrf 0.3.4
soapyplutosdr 0.2.1
soapyremote 0.5.2
soapyrtlsdr 0.3.2
soapysdr 0.8.1
soapysdrplay 20220120
soapyuhd 0.4.1
sobexsrv 1.0.1
socat 1.7.4.4
sock 1.1
socket 1.5
socket_wrapper 1.4.0
socket-burst-dampener 1.3.1
Socket-GetAddrInfo 0.220.0
Socket6 0.290.0
socketio-client-nexus 0.7.6
socklog 2.1.0
socks 0.6.1
socksio 1.0.0
socnetv 2.2
sof-firmware 2.2.4
sofa_c 20170420
sofia-sip 1.13.9
softflowd 1.0.0
softgun 0.22
softhsm 2.6.1
Software-License 0.104.1
sogo 5.2.0
soju 0.6.1
sokoban 1.4.9
sol2 3.3.0
solaar 1.1.9
solar-backgrounds 0.92.0.5
solar2 1.10
solarize 0_pre20140818
solarus 1.6.5
solarus-quest-editor 1.6.5
solarwolf 1.5_p3
soldieroffortune 1.06a
solfege 3.23.4
solid 5.105.0
solo1 0.1.1
soltys 1.0
solvespace 3.1
sonarr 3.0.10.1567
sonata 1.7.0
sonic-snap 1.7
sonic-visualiser 4.5
sonnet 5.105.0
sonypid 1.9
sooperlooper 1.7.4
sop-core 0.5.0.2
sope 5.2.0
sophia-nubian 1.0
SoQt 1.6.0
sord 0.16.14
Sort-Key 1.330.0
Sort-Key-IPv4 0.30.0
Sort-Naturally 1.30.0
Sort-Tree 1.90.0
Sort-Versions 1.620.0
sorted_set 1.0.3
sortedcontainers 2.4.0
sound-icons 0.1
sound-juicer 3.38.0
sound-of-sorting 0.6.6_pre20151107
sound-theme-freedesktop 0.8
soundconverter 4.0.3
soundkonverter 3.0.1
sounds-au 1.14
sounds-wav 1.14
soupsieve 2.4.1
source-code-pro 2.038
source-han-sans 2.004
source-highlight 3.1.9
source-sans 3.052
source-serif 4.005
sourcemap 0.1.1
sox 14.4.2_p20210509
soxr 0.1.3
SoXt 1.4.0
spacearyarya-kxl 1.0.3
spacefm 1.0.6
spacemacs-theme 0.3
spacenavd 1.2
spacerider 0.13
spamassassin 4.0.0
spamassassin-botnet 0.8
spampd 2.61
spamprobe 1.4d
spandsp 0.0.6
sparc-utils 1.9
spark 2021
spark-bin 3.1.2
sparklines 0.5.2
sparse 0.6.4
sparsebitset 1.2
sparsehash 2.0.4
spatialite 5.0.1
spatialite-tools 5.0.1
spawn 0.15.1
spawn 23.0.0
spawn-fcgi 1.6.4
spaz 1.605
spdlog 1.11.0
spdx-licenses 1.5.4
Specio 0.480.0
spectacle 23.04.0
spectemu 0.99.3
spectre-meltdown-checker 0.45
spectromatic 1.0
spectrum2 2.2.0
spectrwm 3.4.1_p20230310
speech-dispatcher 0.11.4
Speech-Recognizer-SPX 0.80.100
speech-tools 2.5.0
speechd-el 2.11
speed-dreams 2.2.3
speedbar 1.32
speedcrunch 0.12.0
speedtest-cli 2.1.3
speedtest++ 0.0.20210829
speedtouch-usb 3.0.1.2
speex 1.2.1
speexdsp 1.2.1
speg 0.3_p20180819
spek 0.8.5
spellutils 0.7
spf-engine 3.0.4
spglib 1.14.1
sphinx 2.2.11
sphinx 7.0.0
sphinx_ansible_theme 0.10.1
sphinx_lv2_theme 1.2.2
sphinx_selective_exclude 1.0.3
sphinx-aiohttp-theme 0.1.6
sphinx-autoapi 2.1.0
sphinx-autodoc-typehints 1.23.0
sphinx-basic-ng 1.0.0_beta1
sphinx-bootstrap-theme 0.8.1
sphinx-celery 2.0.0
Sphinx-Config 0.100.0
sphinx-epytext 0.0.4
sphinx-gallery 0.13.0
sphinx-issues 3.0.1
sphinx-multiversion 0.2.4
sphinx-notfound-page 0.8.3
sphinx-panels 0.6.0
sphinx-prompt 1.6.0
sphinx-py3doc-enhanced-theme 2.4.0
sphinx-pytest 0.0.5
sphinx-rtd-theme 1.2.0
Sphinx-Search 0.310.0
sphinx-tabs 3.4.1
sphinx-testing 1.0.1
sphinx2 0.6
sphinxcontrib-apidoc 0.3.0
sphinxcontrib-applehelp 1.0.4
sphinxcontrib-asyncio 0.3.0
sphinxcontrib-autoprogram 0.1.8
sphinxcontrib-bibtex 2.5.0
sphinxcontrib-devhelp 1.0.2
sphinxcontrib-doxylink 1.12.2
sphinxcontrib-github-alt 1.2
sphinxcontrib-htmlhelp 2.0.1
sphinxcontrib-httpdomain 1.8.1
sphinxcontrib-jquery 4.1
sphinxcontrib-jsmath 1.0.1
sphinxcontrib-log_cabinet 1.0.1
sphinxcontrib-newsfeed 0.1.4
sphinxcontrib-programoutput 0.17
sphinxcontrib-qthelp 1.0.3
sphinxcontrib-serializinghtml 1.1.5
sphinxcontrib-spelling 8.0.0
sphinxcontrib-trio 1.1.2
sphinxcontrib-websupport 1.2.4
sphinxemoji 0.2.0
sphobjinv 2.3.1
spicctrl 1.9
spice 0.15.1
spice 3.5.5
spice-gtk 0.42
spice-protocol 0.14.4
spice-vdagent 0.22.1
spidermonkey 102.10.0
spideroak-bin 7.5.0
Spiffy 0.460.0
spim 8.0
spin 6.5.2
spindown 0.4.0
spinner 1.7.4
spiped 1.6.2
spire 1.6.2
spirv-headers 1.3.243
spirv-llvm-translator 16.0.0
spirv-tools 1.3.243
splat 1.4.2
splatmoji 1.2.0
splay 0.9.5.2
splice 1.1.0
splice 20121120
splint 3.1.2
split 0.2.3.4
split2flac 122
splitmix 0.1.0.3
splittable_random 0.15.0
splitvt 1.6.6_p7
splix 2.0.0_p20130826
spnavcfg 1.1
spotify 1.2.8
spotify-tray 1.3.2
spotipy 2.23.0
spout 1.3
spqr 2.0.9
spr 3.3.2
spread-sheet-widget 0.8
spreadsheet 1.3.0
Spreadsheet-ParseExcel 0.650.0
Spreadsheet-WriteExcel 2.400.0
Spreadsheet-XLSX 0.170.0
spring 4.1.1
springgraph 88
sprockets 4.2.0
sprockets-rails 3.4.2
sprop 0.1
spsdeclib 5.1
spu-tools 2.3.0.136
spur 0.3.23
spy 1.0.3
spyder 5.4.3
spyder-kernels 2.4.3
spyder-line-profiler 0.3.1
spyder-notebook 0.4.1
spyder-terminal 1.2.2
spyder-unittest 0.5.1
spyder-vim 0.1.0
spyview 2018.12.24
SQL-Abstract 2.0.1
SQL-Abstract-Classic 1.910.0
SQL-Abstract-Limit 0.143.0
SQL-Statement 1.414.0
SQL-Translator 1.620.0
sqlalchemy 2.0.12
sqlalchemy-rqlite 1.1.1
sqlcipher 4.5.1
sqlcl-bin 22.4.0.342.1212
sqlclient 1.8.1
sqldeveloper 22.2.1.234.1810
sqlgrey 1.8.0
sqlite 3.41.2
sqlite3 1.1.14
sqlite3 1.6.1
sqlitebrowser 3.12.2
sqlitedict 2.1.0
sqliteman 1.2.2
sqlitestudio 3.4.4
sqlmap 1.7.5
sqlninja 0.2.6_p1
sqlparse 0.4.4
sqtop 2015.02.08
squareball 0.2.0
squashdelta 0.1.2
squashfs-tools 4.6.1
squashfs-tools-ng 1.2.0
squashfuse 0.1.105
squashmerge 0.1
squid 5.8
squid-graph 3.2
squidguard 1.6.0
squidsites 1.01
squidview 0.86
squirm 1.26
squirrel 3.2
squirrelsh 1.2.7
sratom 0.6.14
src-cli 5.0.2
srecord 1.64
srf 1.0
srm 1.2.15
srt 1.5.1
SRU 1.10.0
ssdeep 2.14.1
sselp 0.2
ssh 0
ssh 20120709
ssh-askpass-fullscreen 1.2
ssh-audit 2.9.0
ssh-import-id 5.11
ssh-ldap-pubkey 1.4.0
sshfs 3.7.3
sshguard 2.4.2
sshkey 2.0.0
sshkit 1.21.4
sshlpr 1
sshpass 1.09
sshping 0.1.4
sshrc 0.6.2
sshtunnel 0.3.1
sshuttle 1.1.1
ssl-fetch 0.4
ssldump 1.5
sslh 1.22c
sslscan 2.0.16
sslsplit 0.5.5
ssmping 0.9.1
ssmtp 2.64_p11
sssd 2.6.0
ssss 0.5.7
sstp-client 1.0.18
st 0.9
st-terminfo 0.9
stack_data 0.6.2
Stage 4.3.0
stagit 1.2
stalonetray 0.8.4
stamp 0.6.0
stan 0.4.1
stapler 1.0.0_p20220330
STAR 2.7.10a
stardict 4.0.0_pre20170304
stardict-cdict-en-zh-big5 2.4.2
stardict-cdict-en-zh-gb 2.4.2
stardict-cedict-zh-en-big5 2.4.2
stardict-cedict-zh-en-gb 2.4.2
stardict-dictd-devils 2.4.2
stardict-freedict-eng-deu 2.4.2
stardict-freedict-eng-fra 2.4.2
stardict-freedict-eng-ita 2.4.2
stardict-freedict-eng-lat 2.4.2
stardict-freedict-eng-rus 2.4.2
stardict-freedict-eng-spa 2.4.2
stardict-freedict-eng-swe 2.4.2
stardict-freedict-eng-tur 2.4.2
stardict-freedict-tur-deu 2.4.2
stardict-freedict-tur-eng 2.4.2
stardict-jmdict-en-ja 2.4.2
stardict-jmdict-ja-en 2.4.2
stardict-langdao-en-zh-gb 2.4.2
stardict-langdao-zh-en-gb 2.4.2
stardict-mova-smiley 2.4.2
stardict-oxford-en-zh-gb 2.4.2
stardict-quick-eng-jpn 2.4.2
stardict-quick-jpn-eng 2.4.2
stardict-quick-ru-en 2.4.2
stardict-xdict-en-zh-big5 2.4.2
stardict-xdict-en-zh-gb 2.4.2
stardict-xdict-zh-en-big5 2.4.2
stardict-xdict-zh-en-gb 2.4.2
stardork 0.7
starlark-rust 0.8.0
Starlet 0.310.0
starlette 0.26.1
starpu 1.3.9
starship 1.13.1
startup-notification 0.12
Stat-lsMode 0.500.0
state_machine 1.2.0
statevar 1.2.1
static-dev 0.1
statifier 1.7.4
statistics 0.15.2.0
Statistics-Basic 1.661.100
Statistics-CaseResampling 0.150.0
Statistics-ChiSquare 1.0.0
Statistics-Descriptive 3.80.0
Statistics-Descriptive-Discrete 0.120.0
Statistics-Distributions 1.20.0
Statistics-TTest 1.1.0
statsd 4.0.1
statsmodels 0.14.0
stax2-api 4.2.1
stb 20200713
stdcompat 19
stdio 0.15.0
stdio-mgr 1.0.1
stdlib-shims 0.3.0
stdune 3.7.1
steamcmd 1.0
stella 6.7
stellarium 23.1
stellarsolver 2.4
stem 1.8.1
stenc 1.1.1
step 23.04.0
stepman 0.10.5
stestr 4.0.1
stevedore 5.0.0
stfl 0.24
stgit 2.2.0
stiff 2.4.0
stimg 0.1.0
stix-fonts 2.11
stk 4.6.2
stklos 1.70
stlink 1.7.0
stm 2.5.0.1
stm-chans 3.0.0.4
stm32flash 0.7
stockfish 15.1
stoken 0.92
stomp 1.4.10
stomp-py 8.1.0
stone-soup 0.30.0_pre20230408
stops 0.4.0
storcli 7.2405
stormbaancoureur 2.1.6
stormlib 9.24
stow 2.3.1
stp 2.3.3
strace 6.2
stratagus 3.3.2
strawberry 1.0.17
Stream-Buffered 0.30.0
streamdvd 0.4
streaming-commons 0.2.2.4
streamlink 5.5.0
streamripper 1.64.6
streamtranscoder 3.1.11
streamtuner 0.99.99
stress 1.0.7
stress-ng 0.15.07
stressapptest 1.0.9
strict 0.4.0.1
strict-rfc3339 0.7
strictures 2.0.6
stride 20011129
String-Approx 3.280.0
string-conversions 0.4.0.1
String-CRC32 2.100.0
String-Ediff 0.90.0
String-Errf 0.8.0
String-Escape 2010.2.0
String-Flogger 1.101.245
String-Format 1.180.0
String-Formatter 1.234.0
string-inflection 1.0.16
String-Print 0.940.0
string-qq 0.0.4
String-Random 0.320.0
String-RewritePrefix 0.8.0
String-ShellQuote 1.40.0
string-theory 3.6
String-Tokenizer 0.60.0
String-Truncate 1.100.602
String-Util 1.320.0
stringbuilder 0.5.1
stringex 2.8.5
stringio 3.0.6
stringparser_bbcode 0.3.3
stringprep 1.0.29
stringprep 1.1
stringtemplate 4.3.2
stripe 5.4.0
stripe-mock 0.162.0
stripes 0.3.1.1
stroke 0.1.3
strokes 1.12
strongswan 5.9.10
strptime 0.2.5
strscan 3.0.6
Struct-Compare 1.0.1
structlog 23.1.0
stuff 1.26.0
stuffit 5.2.0.611
stumpwm 22.05_p20220818
stumpwm-contrib 20180128
stun 1.2.7
stunnel 5.68
stuntman 1.2.16
style-check 0.14
su-exec 0.2
Sub-Delete 1.0.20
Sub-Exporter 0.988.0
Sub-Exporter-ForMethods 0.100.54
Sub-Exporter-GlobExporter 0.5.0
Sub-Exporter-Progressive 0.1.13
Sub-HandlesVia 0.16.0
Sub-Identify 0.140.0
Sub-Info 0.2.0
Sub-Install 0.928.0
Sub-Name 0.260.0
Sub-Override 0.90.0
Sub-Quote 2.6.6
Sub-Uplevel 0.280.0
sub2srt 0.5.3
subcheck 0.78.2
subexec 0.2.3
sublime-text 4_p4143
subliminal 2.1.0
submux-dvd 0.5.2
subprocess-tee 0.4.1
subsonic-bin 6.1.6
substract_wave 0.3
subsync 0.0.1
subtitlecomposer 0.7.1
subtitleeditor 0.54.0_p5
subtitler-yuv 0.6.5
subtitleripper 0.3.4
subunit 1.4.2
subversion 1.14.2
suck 4.3.4
sud 1.3
sudo 1.9.13_p3
sudoedit 0.21
suds-community 1.1.2
suil 0.10.18
suite3270 4.2_p5
suitename 0.3.070628
suitesparse 5.4.0
suitesparseconfig 5.4.0
sumibi 0.7.4
sumwars 0.5.8
sun 1.19
sun-jai-bin 1.1.3
sun-templates 1.0.0
sundials 6.5.0
sunflower 0.5
sunrise-commander 6_p20210927
sunxi-tools 1.4.1
SUPER 1.201.905.310
super_demux 0.3
super-hexagon 20160217
superadduser 1.15
supercat 0.5.7
supercite 1.23
supercollider 3.13.0
superdiag 1.6.0.20211224
superlu 5.3.0
superlu_mt 3.1
supermariowar 2.0_beta1
superslicer 2.5.59.2
supertab 2.1
supertransball2 1.5
supertux 0.6.3
supertuxkart 1.4
supervise-scripts 4.0
supervisor 4.2.5
sure 2.0.1
surf 1.0
surf 2.1
surfraw 2.3.0
suricata 6.0.11
surround 2.1
sus 0.20.3
sus-fixtures-async 0.1.1
suscan 0.1.0
sushi 43.0
suspend 1.0_p20200924
suwidgets 0.1.0
sux 1.0.1
SVG 2.860.0
SVG-Graph 0.20.0
svg-lib 0.2.5
svg-path 6.3
svg2rlg 0.4.0
svgalib 1.9.25
svglib 1.5.1
svgpart 23.04.0
svgwrite 1.4.3
svkbd 0.2.1
svn2cl 0.14
svn2git 1.0.18
svneverever 1.7.1
svt-av1 1.4.1
svt-hevc 1.5.1
svxlink 19.09.2
sw-notify-send 1.2.1
swagger_spec_validator 3.0.3
swaks 20201014.0
swappy 1.5.1
swarp 2.41.5
sway 1.8.1
swaybg 1.2.0
swayidle 1.8.0
swaylock 1.7.2
sweeper 23.04.0
swell-foop 41.1
swh-lv2 1.0.16
swh-plugins 0.4.17
swi-prolog 9.1.2
swift 4.0.2
swift-mode 8.6.0
swig 4.1.1
swing-layout 1.0.4
swingx 1.6.4
swingx-beaninfo 1.6.4
swingx-ws 1.0_p20110515
swiper 0.14.0
Switch 2.170.0
switch-window 1.6.2_p20210808
switcheroo-control 2.6
swoole 4.8.7
swoole-async 4.4.16
sword 1.9.0
swordandsworcery 1.02
swt 4.27
swtpm 0.8.0
sxhkd 0.6.2
sxid 4.2
sxiv 26
syb 0.7.2.1
sybil 5.0.0
syft 0.76.0
sylpheed 3.7.0
Symbol-Global-Name 0.50.0
Symbol-Util 0.20.300
symboleditor 2.1.0
symengine 0.10.0
symengine 0.10.1
symfony-config 2.8.20
symfony-console 2.8.52
symfony-dependency-injection 2.8.50
symfony-event-dispatcher 2.8.50
symfony-filesystem 3.4.36
symfony-finder 3.4.38
symfony-process 3.4.38
symfony-yaml 2.1.0
symlinks 1.4
symmetrica 3.0.1
symon 2.88
sympow 2.023.6
sympy 1.11.1
synaesthesia 2.4
synapse 0.2.99.4
synapse 1.82.0
sync 0.5.0
syncthing 1.23.4
syndication 5.105.0
synergy 1.14.1.32
synology-cloud-station-backup 4469
synscan 5.02
syntastic 3.10.0
syntax 0.4.0
syntax 1.2.2
Syntax-Highlight-Engine-Simple 0.102.0
Syntax-Highlight-Engine-Simple-Perl 0.60.0
syntax-highlighting 5.105.0
Syntax-Keyword-Junction 0.3.8
Syntax-Keyword-Try 0.270.0
syobon 1.0.1
Sys-CPU 0.610.0
Sys-CpuLoad 0.310.0
Sys-Hostname-Long 1.500.0
Sys-MemInfo 0.990.0
Sys-Mmap 0.200.0
Sys-SigAction 0.230.0
Sys-Statistics-Linux 0.660.0
Sys-Syscall 0.250.0
sys-uname 1.2.3
Sys-Virt 9.2.0
Sysadm-Install 0.480.0
sysbench 1.0.20
syscriptor 1.5.15
sysdig 0.29.3
sysdig-kmod 0.27.1
sysfsutils 2.1.1
sysklogd 2.4.4
syslinux 6.04_pre1
syslog-ng 4.1.1
syslog-notify 0.2
syslog-summary 1.14
syslogger 1.6.6
sysprof 3.48.0
sysprof-capture 3.48.0
sysprof-common 3.48.0
sysrepo 2.2.60
sysrqd 17
sysstat 12.6.2
system-config-printer 1.5.18
system-fileio 0.3.16.4
system-filepath 0.4.14
system-monitoring-center 2.12.0
system-packages 1.1.0
system-rules 1.19.0
systemc 2.3.4
systemd 253.4
systemd-boot 250
systemd-cron 1.15.20
systemd-mode 1.6
systemd-readahead 216
systemd-tmpfiles 250
systemd-utils 253.4
systemdgenie 0.99.0_p20221120
systempreferences 1.2.0
systemsettings 5.27.4.1
systemtap 4.8
systemu 2.6.5
sysvinit 3.07
syweb 0.65
syzygy 1.0.2
szip 2.1
szip 2.1.1
t-coffee 11.00
t-prot 3.4
t1lib 5.1.2
t1utils 1.42
t4k-common 0.1.1
ta-lib 0.4.0
tabbed 0.6
tablebase-syzygy 0_pre20131213
tablelist 6.15.1
tabler 2
tablist 1.0
tabulate 0.9.0
tac_plus 4.0.4.27a
tachyon 0.99_beta6
tactile 0_pre20060612
tactile3 3.1
tagainijisho 1.2.0_pre20210627073130_p20210701_p20210701
tagbar 2.7
tagged 0.8.6.1
taginfo 1.2
taglib 1.13
taglib-extras 1.0.1
taglist 4.6
tagpy 2022.1
tagsoup 0.14.8
tagtool 0.12.3
tailscale 1.38.4
Taint-Runtime 0.30.0
Taint-Util 0.80.0
takao-fonts 00303.01
tali 40.9
talkfilters 2.3.8
talksoup 1.1
talloc 2.4.0
